Timestamp,LSL_Time,Trigger,Event_Name
2026-04-11 15:26:10.323154,2381.158732,1,standing_start
2026-04-11 15:26:22.324908,2393.171234,2,standing_end
2026-04-11 15:26:22.326179,2393.172533,3,walking_start
